episode_id,scene_id,goal,reason,step
270,00839-zt1RVoi7PcG,pillow,path_planning_failed,445
2750,00800-TEEsavR23oF,microwave,path_planning_failed,545
2119,00861-GLAQ4DNUx5U,mirror,not_reached_goal,628
3012,00862-LT9Jq6dN3Ea,stair,path_planning_failed,483
