selector,num_episodes,avg_sr,avg_spl,avg_steps,avg_steps_per_sec,max_gpu_mem_used_mib,wall_time_sec
recent_k,50,0.18,0.02253431007069411,505.92,15.267704215821606,17799,1650.7444398403168
uniform_k,50,0.18,0.02253431007069411,505.92,15.364424543667072,17799,1640.3410704135895
scm,50,0.18,0.02253431007069411,505.92,16.108397815247653,17215,1563.2963914871216
