selector,num_episodes,avg_sr,avg_spl,avg_steps,avg_steps_per_sec
recent_k,50,0.18,0.052383915222043914,135.44,1.4325439558058681
uniform_k,50,0.18,0.052383915222043914,135.44,1.3906630066720853
scm,50,0.18,0.052383915222043914,135.44,1.4824867524472307
