selector,num_episodes,avg_sr,avg_spl,avg_steps,avg_steps_per_sec,max_gpu_mem_used_mib,wall_time_sec
recent_k,50,0.22,0.03246377576940316,442.5,17.2932446260317,17789,1307.1624674797058
uniform_k,50,0.22,0.03246377576940316,442.5,17.258307085120624,17789,1309.7433648109436
scm,50,0.22,0.03246377576940316,442.5,19.16298714175835,17415,1180.3806030750275
